2017 11 12 16 26 02 -120 -50 69500721
2017 11 12 16 26 03 -120 -37 69500721
2017 11 12 16 26 04 -120 -37 69500721
2017 11 12 16 26 05 -117 -10 69500721
2017 11 12 16 26 06 -117 -10 69500721
2017 11 12 16 26 07 -117 -10 69500721
2017 11 12 16 26 08 -117 -22 69500721
2017 11 12 16 26 09 -117 -22 69500721
2017 11 12 16 26 10 -117 -22 69500721
2017 11 12 16 26 11 -117 -22 69500721
2017 11 12 16 26 12 -120 -30 69500721
2017 11 12 16 26 13 -120 -30 69500721
2017 11 12 16 26 14 -120 -30 69500721
2017 11 12 16 26 15 -120 -30 69500721
2017 11 12 16 26 16 -120 -30 69500721
2017 11 12 16 26 17 -120 -30 69500721
2017 11 12 16 26 18 -118 -12 69500721
2017 11 12 16 26 19 -118 -12 69500721
2017 11 12 16 26 20 -118 -12 69500721
2017 11 12 16 26 21 -118 -12 69500721
2017 11 12 16 26 22 -118 -12 69500721
2017 11 12 16 26 23 -118 -12 69500721
2017 11 12 16 26 24 -118 -12 69500721
2017 11 12 16 26 25 -118 -12 69500721
2017 11 12 16 26 26 -120 -20 69500721
2017 11 12 16 26 27 -120 -20 69500721
2017 11 12 16 26 28 -120 -20 69500721
2017 11 12 16 26 29 -120 -20 69500721
2017 11 12 16 26 30 -118 -32 69500721
2017 11 12 16 26 31 -118 -32 69500721
2017 11 12 16 26 32 -118 -32 69500721
2017 11 12 16 26 33 -118 -32 69500721
2017 11 12 16 26 34 -118 -32 69500721
2017 11 12 16 26 35 -118 -32 69500721
2017 11 12 16 26 36 -123 2 69481523
2017 11 12 16 26 37 -123 2 69481523
2017 11 12 16 26 38 -122 -40 69481523
2017 11 12 16 26 39 -122 -40 69481523
2017 11 12 16 26 40 -122 -40 69481523
2017 11 12 16 26 41 -123 -50 69481523
2017 11 12 16 26 42 -123 -50 69481523
2017 11 12 16 26 43 -123 -50 69481523
2017 11 12 16 26 44 -126 -57 69481523
2017 11 12 16 26 45 -126 -57 69481523
2017 11 12 16 26 46 -124 -67 69481523
2017 11 12 16 26 47 -124 -67 69481523
2017 11 12 16 26 48 -124 -67 69481523
2017 11 12 16 26 49 -123 -52 69481523
2017 11 12 16 26 50 -123 -52 69481523
2017 11 12 16 26 51 -123 -37 69481523
2017 11 12 16 26 52 -123 -37 69481523
2017 11 12 16 26 53 -123 -37 69481523
2017 11 12 16 26 54 -123 -37 69481523
2017 11 12 16 26 55 -123 -37 69481523
