2017 11 12 16 45 00 -112 -7 69481523
2017 11 12 16 45 01 -112 -7 69481523
2017 11 12 16 45 02 -112 -7 69481523
2017 11 12 16 45 03 -112 -7 69481523
2017 11 12 16 45 04 -112 -7 69481523
2017 11 12 16 45 05 -112 -17 69481523
2017 11 12 16 45 06 -112 -17 69481523
2017 11 12 16 45 07 -112 -17 69481523
2017 11 12 16 45 08 -112 -17 69481523
2017 11 12 16 45 09 -112 -17 69481523
2017 11 12 16 45 10 -112 -17 69481523
2017 11 12 16 45 11 -110 -22 69481523
2017 11 12 16 45 12 -110 -22 69481523
2017 11 12 16 45 13 -110 -22 69481523
2017 11 12 16 45 14 -110 -22 69481523
2017 11 12 16 45 15 -110 -22 69481523
2017 11 12 16 45 16 -110 -25 69481523
2017 11 12 16 45 17 -110 -25 69481523
2017 11 12 16 45 18 -110 -25 69481523
2017 11 12 16 45 19 -110 -25 69481523
2017 11 12 16 45 20 -110 -25 69481523
2017 11 12 16 45 21 -110 -32 69481523
2017 11 12 16 45 22 -110 -32 69481523
2017 11 12 16 45 23 -110 -32 69481523
2017 11 12 16 45 24 -110 -32 69481523
2017 11 12 16 45 25 -111 -37 69481523
2017 11 12 16 45 26 -111 -37 69481523
2017 11 12 16 45 27 -111 -37 69481523
2017 11 12 16 45 28 -111 -37 69481523
2017 11 12 16 45 29 -111 -37 69481523
2017 11 12 16 45 30 -111 -52 69481523
2017 11 12 16 45 31 -111 -52 69481523
2017 11 12 16 45 32 -111 -52 69481523
2017 11 12 16 45 33 -111 -52 69481523
2017 11 12 16 45 34 -111 -52 69481523
2017 11 12 16 45 35 -117 -62 69481523
2017 11 12 16 45 36 -117 -62 69481523
2017 11 12 16 45 37 -117 -62 69481523
2017 11 12 16 45 38 -117 -62 69481523
2017 11 12 16 45 39 -117 -62 69481523
2017 11 12 16 45 40 -116 -42 69481523
2017 11 12 16 45 41 -113 -40 69481523
2017 11 12 16 45 42 -113 -40 69481523
2017 11 12 16 45 43 -113 -40 69481523
2017 11 12 16 45 44 -113 -40 69481523
2017 11 12 16 45 45 -113 -40 69481523
2017 11 12 16 45 46 -111 -32 69481523
2017 11 12 16 45 47 -111 -32 69481523
2017 11 12 16 45 48 -111 -32 69481523
2017 11 12 16 45 49 -111 -32 69481523
2017 11 12 16 45 50 -111 -32 69481523
2017 11 12 16 45 51 -111 -32 69481523
2017 11 12 16 45 52 -111 -32 69481523
2017 11 12 16 45 53 -111 -32 69481523
2017 11 12 16 45 54 -111 -32 69481523
2017 11 12 16 45 55 -111 -32 69481523
2017 11 12 16 45 56 -111 -32 69481523
2017 11 12 16 45 57 -112 -45 69481523
2017 11 12 16 45 58 -112 -45 69481523
2017 11 12 16 45 59 -112 -45 69481523
2017 11 12 16 46 00 -112 -45 69481523
2017 11 12 16 46 01 -112 -45 69481523
2017 11 12 16 46 02 -112 -45 69481523
2017 11 12 16 46 03 -110 -20 69481523
2017 11 12 16 46 04 -110 -20 69481523
2017 11 12 16 46 05 -110 -20 69481523
2017 11 12 16 46 06 -110 -20 69481523
2017 11 12 16 46 07 -110 -20 69481523
2017 11 12 16 46 08 -108 -15 69481523
2017 11 12 16 46 09 -108 -15 69481523
2017 11 12 16 46 10 -108 -15 69481523
2017 11 12 16 46 11 -108 -15 69481523
2017 11 12 16 46 12 -108 -15 69481523
2017 11 12 16 46 13 -107 -7 69481523
2017 11 12 16 46 14 -107 -7 69481523
2017 11 12 16 46 15 -107 -7 69481523
2017 11 12 16 46 16 -107 -7 69481523
2017 11 12 16 46 17 -107 -7 69481523
2017 11 12 16 46 18 -104 22 69481523
2017 11 12 16 46 19 -104 22 69481523
2017 11 12 16 46 20 -104 22 69481523
2017 11 12 16 46 21 -104 22 69481523
2017 11 12 16 46 22 -104 22 69481523
2017 11 12 16 46 23 -104 22 69481523
2017 11 12 16 46 24 -107 10 69481523
2017 11 12 16 46 25 -107 10 69481523
2017 11 12 16 46 26 -107 10 69481523
2017 11 12 16 46 27 -107 10 69481523
2017 11 12 16 46 28 -107 10 69481523
2017 11 12 16 46 29 -107 10 69481523
2017 11 12 16 46 30 -107 10 69481523
2017 11 12 16 46 31 -107 10 69481523
2017 11 12 16 46 32 -107 10 69481523
2017 11 12 16 46 33 -107 10 69481523
2017 11 12 16 46 34 -104 27 69481523
2017 11 12 16 46 35 -104 27 69481523
2017 11 12 16 46 36 -104 27 69481523
2017 11 12 16 46 37 -104 27 69481523
2017 11 12 16 46 38 -109 20 69481523
2017 11 12 16 46 39 -104 12 69481523
2017 11 12 16 46 40 -105 -5 69481523
2017 11 12 16 46 41 -105 -5 69481523
2017 11 12 16 46 42 -107 5 69481523
2017 11 12 16 46 43 -107 5 69481523
2017 11 12 16 46 44 -108 -7 69481523
2017 11 12 16 46 45 -108 -7 69481523
2017 11 12 16 46 46 -107 -15 69481523
2017 11 12 16 46 47 -107 -15 69481523
2017 11 12 16 46 48 -107 -15 69481523
