2017 11 12 16 34 42 -113 -42 69481523
2017 11 12 16 34 43 -114 -45 69481523
2017 11 12 16 34 44 -114 -45 69481523
2017 11 12 16 34 45 -114 -47 69481523
2017 11 12 16 34 46 -114 -47 69481523
2017 11 12 16 34 47 -114 -47 69481523
2017 11 12 16 34 48 -113 -57 69481523
2017 11 12 16 34 49 -113 -57 69481523
2017 11 12 16 34 50 -113 -57 69481523
2017 11 12 16 34 51 -113 -57 69481523
2017 11 12 16 34 52 -113 -57 69481523
2017 11 12 16 34 53 -113 -57 69481523
2017 11 12 16 34 54 -113 -57 69481523
2017 11 12 16 34 55 -115 -47 69481523
2017 11 12 16 34 56 -115 -47 69481523
2017 11 12 16 34 57 -115 -47 69481523
2017 11 12 16 34 58 -114 -55 69481523
2017 11 12 16 34 59 -114 -55 69481523
2017 11 12 16 35 00 -114 -55 69481523
2017 11 12 16 35 01 -114 -55 69481523
2017 11 12 16 35 02 -114 -55 69481523
2017 11 12 16 35 03 -114 -55 69481523
2017 11 12 16 35 04 -111 -60 69481523
2017 11 12 16 35 05 -111 -60 69481523
2017 11 12 16 35 06 -111 -60 69481523
2017 11 12 16 35 07 -111 -60 69481523
2017 11 12 16 35 08 -110 -55 69481523
2017 11 12 16 35 09 -110 -55 69481523
2017 11 12 16 35 10 -110 -55 69481523
2017 11 12 16 35 11 -110 -55 69481523
2017 11 12 16 35 12 -106 27 69481523
2017 11 12 16 35 13 -106 27 69481523
2017 11 12 16 35 14 -107 50 69481523
2017 11 12 16 35 15 -107 50 69481523
2017 11 12 16 35 16 -107 50 69481523
2017 11 12 16 35 17 -107 45 140577458
2017 11 12 16 35 18 -115 12 140577458
2017 11 12 16 35 19 -115 12 140577458
2017 11 12 16 35 20 -120 -65 68858419
2017 11 12 16 35 21 -117 -37 68858419
2017 11 12 16 35 22 -117 -37 68858419
2017 11 12 16 35 23 -112 -17 69481523
2017 11 12 16 35 24 -112 -17 69481523
2017 11 12 16 35 25 -112 -17 69481523
2017 11 12 16 35 26 -115 -30 69481523
2017 11 12 16 35 27 -115 -30 69481523
2017 11 12 16 35 28 -115 -30 69481523
2017 11 12 16 35 29 -116 -35 69481523
2017 11 12 16 35 30 -116 -35 69481523
2017 11 12 16 35 31 -115 -47 69481523
2017 11 12 16 35 32 -112 -5 69481523
2017 11 12 16 35 33 -112 -5 69481523
2017 11 12 16 35 34 -112 -5 69481523
2017 11 12 16 35 35 -113 -12 69500721
2017 11 12 16 35 36 -113 -12 69500721
2017 11 12 16 35 37 -115 -15 69500721
2017 11 12 16 35 38 -115 -15 69500721
2017 11 12 16 35 39 -115 -15 69500721
2017 11 12 16 35 40 -117 -25 69500721
2017 11 12 16 35 41 -115 -17 69500721
2017 11 12 16 35 42 -115 -17 69500721
2017 11 12 16 35 43 -115 -17 69500721
2017 11 12 16 35 44 -114 0 69500721
2017 11 12 16 35 45 -114 0 69500721
2017 11 12 16 35 46 -118 -7 69500721
2017 11 12 16 35 47 -118 -7 69500721
2017 11 12 16 35 48 -119 -32 69500721
2017 11 12 16 35 49 -119 -32 69500721
2017 11 12 16 35 50 -119 -32 69500721
2017 11 12 16 35 51 -119 -32 69500721
2017 11 12 16 35 52 -119 -32 69500721
